code,chapter_code,chapter_name,description,unit,labor_unit_price,material_unit_price,total_unit_price,source_page
BD13DD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos",Poda de árboles de 10.10 a 15.00 m de altura.,pieza,,,1378.62,10
BD13DE,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos",Poda de árboles de 15.10 a 20.00 m de altura.,pieza,,,1825.74,10
BD13GH,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Trituración de árboles y ramas con astilladora modelo 95XP marca Bandit, de 63 kw (84.50 HP) de potencia, previamente talados y desramados, incluye: la mano de obra, la maquinaria, el equipo y la herramienta necesarios.",hora,,,651.03,10
BE12BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Despalme de material por medios manuales, todas las zonas.",m3,,,273.84,10
BE12CB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Despalme de material, por medios mecánicos, todas las zonas.",m3,,,29.02,10
BF13BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""A"", material clase I, de 0.00 a 2.00 m de profundidad.",m3,,,159.75,11
BF13BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""A"", material clase I, de 2.01 a 4.00 m de profundidad.",m3,,,263.98,11
BF13BD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""A"", material clase I, de 4.01 a 6.00 m de profundidad.",m3,,,368.58,11
BF13CB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""A"", material clase II, de 0.00 a 2.00 m de profundidad.",m3,,,245.76,11
BF13CC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""A"", material clase II, de 2.01 a 4.00 m de profundidad.",m3,,,355.19,11
BF13CD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""A"", material clase II, de 4.01 a 6.00 m de profundidad.",m3,,,465.10,11
BF14BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""B"", material clase I, de 0.00 a 2.00 m de profundidad.",m3,,,187.94,11
BF14BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""B"", material clase I, de 2.01 a 4.00 m de profundidad.",m3,,,292.59,11
BF14BD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""B"", material clase I, de 4.01 a 6.00 m de profundidad.",m3,,,398.66,11
BF14CB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""B"", material clase II, de 0.00 a 2.00 m de profundidad.",m3,,,289.58,11
BF14CC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""B"", material clase II, de 2.01 a 4.00 m de profundidad.",m3,,,398.66,11
BF14CD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""B"", material clase II, de 4.01 a 6.00 m de profundidad.",m3,,,514.06,11
BF15BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""C"", material clase I, de 0.00 a 2.00 m de profundidad.",m3,,,228.21,12
BF15BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""C"", material clase I, de 2.01 a 4.00 m de profundidad.",m3,,,333.62,12
BF15BD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""C"", material clase I, de 4.01 a 6.00 m de profundidad.",m3,,,440.56,12
BF15CB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""C"", material clase II, de 0.00 a 2.00 m de profundidad.",m3,,,351.10,12
BF15CC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""C"", material clase II, de 2.01 a 4.00 m de profundidad.",m3,,,464.80,12
BF15CD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""C"", material clase II, de 4.01 a 6.00 m de profundidad.",m3,,,578.49,12
BF16DB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, material clase II-A, de 0.00 a 2.00 m de profundidad.",m3,,,479.23,12
BF16DC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, material clase II-A, de 2.01 a 4.00 m de profundidad.",m3,,,670.26,12
BF16DD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, material clase II-A, de 4.01 a 6.00 m de profundidad.",m3,,,872.45,12
BF16EB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, material clase III, de 0.00 a 2.00 m de profundidad.",m3,,,1652.55,12
BF16EC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, material clase III, de 2.01 a 4.00 m de profundidad.",m3,,,1953.44,12
BF16ED,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, material clase III, de 4.01 a 6.00 m de profundidad.",m3,,,2344.16,12
BF17BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""A"", material saturado clase I, en terreno saturado, de 0.00 a 2.00 m de profundidad.",m3,,,212.99,12
BF17BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""A"", material saturado clase I, en terreno saturado, de 2.01 a 4.00 m de profundidad.",m3,,,347.45,12
BF17BD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""A"", material saturado clase I, en terreno saturado, de 4.01 a 6.00 m de profundidad.",m3,,,486.94,12
BF17CB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""A"", material clase II, saturado, de 0.00 a 2.00 m de profundidad.",m3,,,309.19,13
BF17CC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""A"", material clase II, saturado, de 2.01 a 4.00 m de profundidad.",m3,,,455.04,13
BF17CD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""A"", material clase II, saturado, de 4.01 a 6.00 m de profundidad.",m3,,,606.63,13
BF18BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""B"", en terreno saturado, de 0.00 a 2.00 m de profundidad.",m3,,,250.57,13
BF18BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""B"", en terreno saturado, de 2.01 a 4.00 m de profundidad.",m3,,,387.03,13
BF18BD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""B"", en terreno saturado, de 4.01 a 6.00 m de profundidad.",m3,,,526.98,13
BF18CB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""B"", material clase II, saturado, de 0.00 a 2.00 m de profundidad.",m3,,,368.65,13
BF18CC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""B"", material clase II, saturado, de 2.01 a 4.00 m de profundidad.",m3,,,515.63,13
BF18CD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""B"", material clase II, saturado, de 4.01 a 6.00 m de profundidad.",m3,,,667.22,13
BF19BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""C"", en terreno saturado, de 0.00 a 2.00 m de profundidad.",m3,,,304.27,13
BF19BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""C"", en terreno saturado, de 2.01 a 4.00 m de profundidad.",m3,,,440.04,13
BF19BD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""C"", en terreno saturado, de 4.01 a 6.00 m de profundidad.",m3,,,579.99,13
BF19CB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""C"", material clase II, saturado, de 0.00 a 2.00 m de profundidad.",m3,,,435.67,13
BF19CC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""C"", material clase II, saturado, de 2.01 a 4.00 m de profundidad.",m3,,,583.90,13
BF19CD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación a mano, zona ""C"", material clase II, saturado, de 4.01 a 6.00 m de profundidad.",m3,,,735.51,13
BG12BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase I, de 0.00 a 2.00 m de profundidad.",m3,,,54.20,14
BG12BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase I, de 2.01 a 4.00 m de profundidad.",m3,,,76.79,14
BG12BD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase I, de 4.01 a 6.00 m de profundidad.",m3,,,102.38,14
BG12CB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase II, de 0.00 a 2.00 m de profundidad.",m3,,,76.00,14
BG12CC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase II, de 2.01 a 4.00 m de profundidad.",m3,,,102.38,14
BG12CD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase II, de 4.01 a 6.00 m de profundidad.",m3,,,131.64,14
BG13BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase I, de 0.00 a 2.00 m de profundidad.",m3,,,65.83,14
BG13BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase I, de 2.01 a 4.00 m de profundidad.",m3,,,96.99,14
BG13BD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase I, de 4.01 a 6.00 m de profundidad.",m3,,,127.10,14
BG13CB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase II, de 0.00 a 2.00 m de profundidad.",m3,,,92.15,14
BG13CC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase II, de 2.01 a 4.00 m de profundidad.",m3,,,122.87,14
BG13CD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase II, de 4.01 a 6.00 m de profundidad.",m3,,,153.56,14
BG14BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""C"", material clase I, de 0.00 a 2.00 m de profundidad.",m3,,,83.77,15
BG14BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""C"", material clase I, de 2.01 a 4.00 m de profundidad.",m3,,,118.89,15
BG14BD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""C"", material clase I, de 4.01 a 6.00 m de profundidad.",m3,,,153.56,15
BG14CB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""C"", material clase II, de 0.00 a 2.00 m de profundidad.",m3,,,115.18,15
BG14CC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""C"", material clase II, de 2.01 a 4.00 m de profundidad.",m3,,,153.56,15
BG14CD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""C"", material clase II, de 4.01 a 6.00 m de profundidad.",m3,,,198.16,15
BG15BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase I, de 0.00 a 2.00 m de profundidad.",m3,,,34.09,15
BG15BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase I, de 2.01 a 4.00 m de profundidad.",m3,,,42.61,15
BG15BD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase I, de 4.01 a 6.00m de profundidad.",m3,,,63.91,15
BG15BE,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase I, de 6.01 a8.00 m de profundidad.",m3,,,70.98,15
BG15BF,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase I, de 8.01 a 10.00 m de profundidad.",m3,,,73.04,15
BG15CB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase II, de 0.00 a 2.00 m de profundidad.",m3,,,47.33,15
BG15CC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase II, de 2.01 a 4.00 m de profundidad.",m3,,,58.08,15
BG15CD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase II, de 4.01 a 6.00 m de profundidad.",m3.,,,85.18,15
BG15CE,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase II, de 6.01 a 8.00 m de profundidad.",m3,,,88.13,15
BG15CF,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""A"", material clase II, de 8.01 a 10.00 m de profundidad.",m3,,,94.67,15
BG16BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase I, de 0.00 a 2.00 m de profundidad.",m3,,,41.22,16
BG16BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase I, de 2.01 a 4.00 m de profundidad.",m3,,,51.12,16
BG16BD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase I, de 4.01 a 6.00 m de profundidad.",m3,,,75.16,16
BG16BE,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase I, de 6.01 a 8.00 m de profundidad.",m3,,,77.44,16
BG16BF,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase I, de 8.01 a 10.00 m de profundidad.",m3,,,82.44,16
BG16CB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase II, de 0.00 a 2.00 m de profundidad.",m3,,,56.78,16
BG16CC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase II, de 2.01 a 4.00 m de profundidad.",m3,,,69.07,16
BG16CD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase II, de 4.01 a 6.00 m de profundidad.",m3,,,102.24,16
BG16CE,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase II, de 6.01 a 8.00 m de profundidad.",m3,,,111.11,16
BG16CF,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""B"", material clase II, de 8.01 a 10.00 m de profundidad.",m3,,,118.85,16
BG17BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""C"", material clase I, de 0.00 a 2.00 m de profundidad.",m3,,,49.16,16
BG17BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""C"", material clase I, de 2.01 a 4.00 m de profundidad.",m3,,,61.55,16
BG17BD,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Excavación por medios mecánicos, zona ""C"", material clase I, de 4.01 a 6.00 m de profundidad.",m3,,,91.29,16
